"TEAM","G","W","EFG_O","TOR","TORD","ORB","DRB","FTR","X2P_O","X3P_O","YEAR","CATEGORIA"
"East Tennessee St.",33,27,55.8,20.8,22,30.1,27.4,42.8,55,38.2,2017,"FINALISTA"
"Bucknell",35,26,55.3,18.9,19.7,26.8,27.9,37.2,54.3,37.9,2017,"FINALISTA"
"Winthrop",31,26,53.5,17.8,18.6,26.3,28.4,38.2,50.9,37.9,2017,"FINALISTA"
"New Mexico St.",31,28,52.7,19.5,19.1,35.6,28.5,43.3,54.2,33.5,2017,"FINALISTA"
"Florida Gulf Coast",31,26,53.9,17.9,17.4,33.8,29.6,33.8,55.4,33.7,2017,"FINALISTA"
"Iona",35,22,53.4,16.5,18,27,32.1,31,49.3,39.7,2017,"FINALISTA"
"Kent St.",35,22,48.2,17.9,19,38.1,29.8,32.5,48.5,31.7,2017,"FINALISTA"
"Troy",35,22,51.6,17.8,17.6,30.8,29.8,40.1,50.9,35.1,2017,"FINALISTA"
"Northern Kentucky",33,24,52.4,18.8,17,31.2,26.4,36.5,51.6,35.7,2017,"FINALISTA"
"North Dakota",29,22,53.4,18.3,19.6,26,27.8,36.1,51.4,38.7,2017,"FINALISTA"
"Jacksonville St.",33,20,52.6,20.7,16.6,31.2,28.5,33.4,50.8,37.2,2017,"FINALISTA"
"North Carolina Central",31,25,51.3,17.8,19.8,31.6,31.2,34.2,52.7,32.7,2017,"FINALISTA"
"South Dakota St.",33,18,53.2,18.4,16.2,27.1,28.9,39.9,52.7,35.8,2017,"FINALISTA"
"New Orleans",29,20,50.2,23.7,22.4,36.1,32.6,42.8,51.6,30.7,2017,"FINALISTA"
"Mount St. Mary's",36,20,51,19.2,21.7,23.1,34.8,32.4,49.4,35.8,2017,"FINALISTA"
"UC Davis",34,23,48.4,20.3,19.6,29.1,28.3,40.8,46.9,34.5,2017,"FINALISTA"
"Texas Southern",35,23,48.1,16.6,19.2,31.7,34.9,44.3,50,29.6,2017,"FINALISTA"
"TCU",38,24,52.7,18.8,18.7,34.1,29.3,32.2,52.2,35.7,2017,"NO FINALISTA"
"Clemson",33,17,51.1,15.8,20.1,31.4,32.2,34.3,49.8,35.7,2017,"NO FINALISTA"
"Illinois St.",34,28,51.4,18.6,19,30.4,28.5,29.9,48.6,37,2017,"NO FINALISTA"
"Indiana",34,18,55.2,21.4,15.7,36.4,28,34.1,54.1,38,2017,"NO FINALISTA"
"Syracuse",34,19,53.5,18,19.7,31.6,34.5,35.1,51.3,37.9,2017,"NO FINALISTA"
"Texas Tech",32,18,52.9,16.5,20.3,30,25.7,35.6,51.9,36.7,2017,"NO FINALISTA"
"Houston",32,22,51.7,14.9,20.7,31.8,30.7,28.6,47.7,39.4,2017,"NO FINALISTA"
"Utah",30,20,56.2,19.2,17,30.9,24.5,33.1,57.4,36,2017,"NO FINALISTA"
"Alabama",34,19,48.2,20.4,19.8,34.1,26.6,39.1,48.7,31.7,2017,"NO FINALISTA"
"Tennessee",31,16,46.8,17.4,19.3,31.8,30.1,42.9,46,32.4,2017,"NO FINALISTA"
"Texas A&M",31,16,51.2,21.2,17.4,37.4,31.2,33.3,52.1,32.9,2017,"NO FINALISTA"
"Oklahoma",31,11,47.4,19,18.5,30.8,29.8,36.7,45.7,34.3,2017,"NO FINALISTA"
"UCF",36,24,50.4,22,14.7,32.6,25.5,39.9,48.9,35.2,2017,"NO FINALISTA"
"Georgia",33,19,48.1,18.6,16.7,28.9,28.2,40.7,48.3,31.8,2017,"NO FINALISTA"
"Ohio St.",32,17,52.2,19.2,17.5,29.7,28.8,38.1,51.6,35.6,2017,"NO FINALISTA"
"California",34,21,48.1,18.7,16.6,32.9,24,37.7,46.6,34,2017,"NO FINALISTA"
"Iowa",34,19,52.5,18.6,19.1,31.8,32.3,34.9,49.9,37.9,2017,"NO FINALISTA"
"Georgetown",32,14,52,20.1,17.3,29,30.5,42.6,51.8,34.9,2017,"NO FINALISTA"
"Pittsburgh",33,16,51.4,17.6,14.3,28.2,29.5,39.4,49.6,36.1,2017,"NO FINALISTA"
"Texas",33,11,48.8,19.6,18.3,28.4,31.2,34.5,51.3,29.2,2017,"NO FINALISTA"
"San Diego St.",32,19,47.5,17.5,19,30.5,29.1,35.3,47.5,31.6,2017,"NO FINALISTA"
"Davidson",32,17,51.6,17.4,17.1,25.1,26.9,31.5,51.9,34.1,2017,"NO FINALISTA"
"Illinois",34,20,50.6,18.3,18.5,28.6,26.3,32.5,48.5,36.1,2017,"NO FINALISTA"
"Mississippi",36,22,48.8,19.3,18.8,33.9,30,42.8,46.8,34.7,2017,"NO FINALISTA"
"Georgia Tech",36,21,47.4,19.3,18.8,27.7,30.8,35.8,46.9,32.5,2017,"NO FINALISTA"
"Auburn",32,18,51.1,17.9,19.9,30.3,33.3,42.5,48.5,36.6,2017,"NO FINALISTA"
"Colorado",33,19,50.9,17.4,17.2,33,28.3,37.5,49.9,35.1,2017,"NO FINALISTA"
"Cal St. Bakersfield",32,25,48.3,20.8,22.8,32.6,30.6,38,46.9,34.2,2017,"NO FINALISTA"
"BYU",34,22,51.2,18.2,16.2,29.1,24.8,42.3,50.9,34.4,2017,"NO FINALISTA"
"UT Arlington",34,27,52.5,18.7,20.1,32.6,29.8,34.6,54.7,33,2017,"NO FINALISTA"
"Colorado St.",34,24,48.3,16.1,16.9,31.3,28.8,38.2,46.6,34.1,2017,"NO FINALISTA"
"Boise St.",31,20,51.8,17.9,16.6,27.7,26.5,40.5,51.5,34.8,2017,"NO FINALISTA"
"Connecticut",32,16,48.5,18.7,16.1,29.9,30.5,34.5,46.1,35.4,2017,"NO FINALISTA"
"Richmond",35,22,53.9,16.2,20,20.7,30.7,31.6,55.6,34.2,2017,"NO FINALISTA"
"Monmouth",34,27,50.8,16.7,19.5,29.7,30,37.3,47.6,37.3,2017,"NO FINALISTA"
"San Francisco",32,20,52.3,18.3,19.4,26.5,27.1,27.2,52.5,34.7,2017,"NO FINALISTA"
"Saint Peter's",36,23,51.2,17.3,20.9,25.5,25.9,33.1,47.3,38.1,2017,"NO FINALISTA"
"Fresno St.",31,20,50.8,18.8,20.6,27.2,27.5,40.5,49.5,35.6,2017,"NO FINALISTA"
"Penn St.",33,15,47.2,17.9,20.3,26.6,30.6,32.8,45.4,33.9,2017,"NO FINALISTA"
"St. Bonaventure",32,20,49.7,17.6,20.9,33,31,42.4,48.5,34.8,2017,"NO FINALISTA"
"Louisiana Tech",31,23,53.4,17.7,19.4,29.2,26.2,34.6,52,37.1,2017,"NO FINALISTA"
"Loyola Chicago",30,18,55.3,17.3,20.9,20.6,25.8,30.8,53.5,38.9,2017,"NO FINALISTA"
"North Carolina St.",32,15,52.7,18.5,15.6,29.8,31.4,36.2,52.4,35.6,2017,"NO FINALISTA"
"Nebraska",30,12,46,18.6,19.3,33.7,29.9,30,45.3,31.8,2017,"NO FINALISTA"
"Ohio",30,20,53.2,17.4,18.1,25.6,27.7,33.7,50,38.5,2017,"NO FINALISTA"
"St. John's",33,14,50.3,17.7,20.5,27.4,32.8,36.2,47.5,36.4,2017,"NO FINALISTA"
"Stanford",30,14,48.3,18.6,20.6,29.6,27.2,37.3,48.2,32.3,2017,"NO FINALISTA"
"Mississippi St.",32,16,51.1,19,19.7,27.1,30.1,33.9,50.4,34.7,2017,"NO FINALISTA"
"Akron",35,27,55.1,17.2,16.7,29.4,27.9,37.3,55,36.8,2017,"NO FINALISTA"
"Temple",32,16,49.7,16.6,18.3,27.5,32.2,26.4,47,35.6,2017,"NO FINALISTA"
"Belmont",29,23,55.7,18.4,16,25.6,25,29.4,60.9,34.1,2017,"NO FINALISTA"
"Memphis",32,19,48.9,16.3,19.3,31.6,30.6,36.7,51.1,29.5,2017,"NO FINALISTA"
"College of Charleston",34,25,49.4,15.9,18.6,25.4,28.9,42.7,49.1,33.2,2017,"NO FINALISTA"
"Furman",33,23,54.9,19.2,19.5,27.2,27.1,32.1,53.3,38.1,2017,"NO FINALISTA"
"Oakland",32,25,51.2,18.4,18.9,29.3,29.1,37.7,51.9,33.3,2017,"NO FINALISTA"
"Valparaiso",32,24,50.1,18.2,17.9,30.4,26.8,36.9,50.5,33,2017,"NO FINALISTA"
"New Mexico",31,17,50.2,18.4,19,27,27.8,46,50.7,32.7,2017,"NO FINALISTA"
"Santa Clara",32,17,52.4,15.9,19,18.3,24.5,24,47.9,38.3,2017,"NO FINALISTA"
"Harvard",26,18,52.3,19.8,18.4,29.6,29.6,32.3,51.2,35.9,2017,"NO FINALISTA"
"Chattanooga",29,19,51.9,19.8,21.4,31.2,32.7,40.3,53.3,33.1,2017,"NO FINALISTA"
"UC Irvine",34,21,50,19.9,15.3,31.9,26.4,29.7,48.2,35.6,2017,"NO FINALISTA"
"Towson",32,20,48.3,18.7,18.7,37,26.1,45.6,49.2,30.6,2017,"NO FINALISTA"
"Evansville",31,16,48.8,17.9,18.5,27.1,27.1,45.8,47.2,36.9,2017,"NO FINALISTA"
"Arizona St.",33,15,51.4,14.3,18.3,24.4,32.2,31.9,48.7,36.6,2017,"NO FINALISTA"
"Old Dominion",31,19,45.6,17.5,20.1,35.5,25.6,34.1,44.5,32.4,2017,"NO FINALISTA"
"Toledo",33,17,54.4,18.5,14.2,29,25.5,38.3,54.6,36.1,2017,"NO FINALISTA"
"Lehigh",31,20,55.4,19.8,18.6,23.2,24.1,32,53.4,39.2,2017,"NO FINALISTA"
"Albany",34,21,51.7,18.3,17.5,33,23.6,33.4,50.3,37.1,2017,"NO FINALISTA"
"George Washington",35,20,49.5,19.3,16.2,32.7,26.4,36.6,45.6,37.1,2017,"NO FINALISTA"
"Georgia St.",31,20,53,20,19.8,29.9,29.1,33.9,53.3,35,2017,"NO FINALISTA"
"Missouri St.",32,17,51,18.4,16.2,32.9,24.6,33.8,48.8,36.2,2017,"NO FINALISTA"
"Wyoming",36,23,51.6,17.7,16.2,22.7,27.7,37.5,50.7,35.1,2017,"NO FINALISTA"
"UNC Asheville",31,23,54.1,16,22.6,24.4,27.3,34.9,51.8,39,2017,"NO FINALISTA"
"Rutgers",32,15,44.7,19.7,18.9,37.5,30.1,31.2,44.5,30.2,2017,"NO FINALISTA"
"UNC Greensboro",32,25,52.4,19.9,19.4,34.3,30.4,30.1,50.4,37,2017,"NO FINALISTA"
"William & Mary",29,17,56.2,17.4,14.5,25.6,27.4,38.7,55.8,37.8,2017,"NO FINALISTA"
"Grand Canyon",29,22,48.4,18.2,20.9,29.1,27.9,42.1,47.8,33,2017,"NO FINALISTA"
"Arkansas St.",31,20,51.9,18.6,18.8,31,27.5,41.5,49.7,37.7,2017,"NO FINALISTA"
"George Mason",33,20,49.3,18.7,14.2,31.6,24.5,39.7,48.5,34.2,2017,"NO FINALISTA"
"Utah St.",30,15,52.5,18.2,15.8,24.9,26.8,35.1,50,38,2017,"NO FINALISTA"
"Boston College",32,9,51.6,20.1,17.2,25.6,24.2,29.6,49.1,37.4,2017,"NO FINALISTA"
"Mercer",30,15,50.4,18,15.7,33.9,28.4,32.8,49.6,34.4,2017,"NO FINALISTA"
"La Salle",30,15,53.3,18.6,17.7,25.7,27.6,38.3,52.4,36.4,2017,"NO FINALISTA"
"Buffalo",30,17,50.7,19.8,17.5,33.2,29.2,37.3,51.4,33,2017,"NO FINALISTA"
"Elon",30,18,52.1,16.6,14.9,24.2,26.7,30.7,50.9,35.7,2017,"NO FINALISTA"
"Tulsa",32,15,48.9,21.8,18.4,29.5,28.3,42.8,47.2,34.3,2017,"NO FINALISTA"
"Missouri",32,8,45.2,16.9,19.2,28.2,30.2,38.7,45,30.4,2017,"NO FINALISTA"
"Wofford",30,16,52.7,17.5,18,28.1,28.2,31.9,49.4,38.4,2017,"NO FINALISTA"
"Tennessee St.",28,17,48.7,21.7,21.4,34.2,28,39.5,48.3,33.1,2017,"NO FINALISTA"
"Texas St.",34,22,50.5,18.2,19.9,28.2,29.6,36.8,50.1,34.1,2017,"NO FINALISTA"
"Utah Valley",31,17,50.9,20.4,17.4,23.8,24.7,37.3,52.9,32.3,2017,"NO FINALISTA"
"Marshall",34,20,53.6,15.9,16.8,24.4,32.8,37.1,51.8,37.4,2017,"NO FINALISTA"
"Eastern Michigan",29,16,48.8,17.1,21.5,33.6,35,35.3,48,33.6,2017,"NO FINALISTA"
"Samford",34,20,53,19,17.2,29.4,31.2,41.5,50.2,38.9,2017,"NO FINALISTA"
"Louisiana Lafayette",31,21,51.5,17.9,20.1,36.3,27.8,42.2,51.5,34.2,2017,"NO FINALISTA"
"Washington",31,9,50.6,18.8,16.4,34.9,31.4,30.8,49.4,35.4,2017,"NO FINALISTA"
"Fort Wayne",30,20,56.4,17.8,17.8,28.8,24.6,25.8,54.9,39,2017,"NO FINALISTA"
"Penn",28,13,51.6,18.9,20.1,27.6,29.4,26,52.2,33.9,2017,"NO FINALISTA"
"Yale",28,18,52.3,19.3,17,31.2,28.5,33.9,51.8,35.5,2017,"NO FINALISTA"
"Northern Iowa",29,14,46.7,17.3,20.9,17.7,28.3,34.2,45.3,32.3,2017,"NO FINALISTA"
"Texas A&M Corpus Chris",33,24,51.3,18.8,23,29.3,31.1,37.1,52.1,32.8,2017,"NO FINALISTA"
"Western Michigan",31,16,50.9,17.6,18.3,31.1,26.5,35,48.2,38.3,2017,"NO FINALISTA"
"Massachusetts",33,15,49.7,20.3,19.6,28.1,30.2,34.6,53.3,29.7,2017,"NO FINALISTA"
"Lipscomb",30,20,55,20.1,20.3,28.3,30.9,41.2,55.7,36,2017,"NO FINALISTA"
"South Dakota",32,22,49.6,16.2,18.5,27.5,27.3,42.7,48.8,34.2,2017,"NO FINALISTA"
"Wright St.",30,20,52,20.4,19.5,29.4,26.5,38,49.4,37.2,2017,"NO FINALISTA"
"DePaul",32,9,48.1,20.4,20,29.9,30,35.6,47.7,32.6,2017,"NO FINALISTA"
"Washington St.",30,13,52,18.1,14.7,20,28.5,27.2,50.6,36.6,2017,"NO FINALISTA"
"East Carolina",33,15,45.8,20.8,17,30.7,31.1,37.4,44.5,32,2017,"NO FINALISTA"
"Loyola Marymount",29,15,50.3,19,21.5,30,30,30.9,48.9,35.2,2017,"NO FINALISTA"
"Siena",34,17,49.9,19.7,17.2,35.5,29.3,40,50.2,32.7,2017,"NO FINALISTA"
"Gardner Webb",30,19,52.1,20.4,20.4,30.8,28.6,44.7,50.3,37.6,2017,"NO FINALISTA"
"Ball St.",33,21,53.7,19.9,17.2,27.8,28.4,35.1,51.7,37.6,2017,"NO FINALISTA"
"Saint Joseph's",31,11,46.6,17,18,29.8,26.6,40.1,45.7,32.4,2017,"NO FINALISTA"
"Southern Illinois",32,17,47.7,17.6,20.3,29.5,31.4,35.4,47.9,31.6,2017,"NO FINALISTA"
"LSU",31,10,50.2,19.8,16.9,31.2,31.3,31.5,50.2,33.6,2017,"NO FINALISTA"
"Rice",33,23,53.9,19.4,17.4,28.6,26.2,41.5,50.9,38.9,2017,"NO FINALISTA"
"Nebraska Omaha",31,18,52.3,18.3,19.3,28.9,31.3,40.6,49,38.4,2017,"NO FINALISTA"
"Northeastern",31,15,53.5,18.5,17,25.7,27,37.8,52.4,36.7,2017,"NO FINALISTA"
"Eastern Washington",32,22,54.2,17.1,14.5,27.3,27.8,34.8,53.7,36.8,2017,"NO FINALISTA"
"Fordham",31,13,48.4,19.7,25.6,23.4,31,26.7,47.4,33.2,2017,"NO FINALISTA"
"New Hampshire",29,20,50.2,18.3,14.6,27.2,21.7,34.1,49.5,34.2,2017,"NO FINALISTA"
"North Dakota St.",28,19,52.2,16.9,17.2,25,28,39.7,50.8,36.3,2017,"NO FINALISTA"
"Weber St.",32,20,56,16.9,16.5,21.4,30.3,42.9,53,40.3,2017,"NO FINALISTA"
"UAB",32,17,51.3,20,17.3,30,28.1,37.7,51.3,34.1,2017,"NO FINALISTA"
"Green Bay",30,18,48.3,18,18.6,30.4,28.6,37.7,48.7,31.6,2017,"NO FINALISTA"
"Boston University",31,18,51.2,20.2,20.7,28.1,28.5,33.4,50,35.3,2017,"NO FINALISTA"
"Georgia Southern",31,18,51.5,17,18.7,25.2,33,39.9,49.2,36.3,2017,"NO FINALISTA"
"UTEP",31,15,51.8,19,17.5,22.2,25,36.3,51.9,34.3,2017,"NO FINALISTA"
"Indiana St.",30,11,47.8,17.8,17.8,22.4,29.3,30.8,45.8,33.9,2017,"NO FINALISTA"
"Montana",32,16,51.2,15.6,18.2,28,26.8,33,49.9,35.7,2017,"NO FINALISTA"
"Hofstra",31,15,51.7,15.2,15.4,31.1,29.6,37.7,49.6,36.4,2017,"NO FINALISTA"
"Canisius",34,18,53.1,18.2,20.8,30.2,32.2,30.9,51.4,37.1,2017,"NO FINALISTA"
"UMBC",32,21,54,16.3,17.7,24.4,27.3,35,51.5,38.5,2017,"NO FINALISTA"
"Morehead St.",28,14,51,18.5,19.4,35.2,28.1,28.8,48,38.7,2017,"NO FINALISTA"
"Tulane",31,6,46.4,18.8,19.7,29.3,32.5,34.3,45.2,32.4,2017,"NO FINALISTA"
"Northern Illinois",29,15,46.4,19.5,20.5,33.5,28.1,40.3,46.6,30.6,2017,"NO FINALISTA"
"Long Beach St.",32,15,48.7,19.9,18.6,31.6,33,36.2,47,35.1,2017,"NO FINALISTA"
"Navy",31,16,47.8,21.9,23.8,36.9,26.2,35.9,49,30.6,2017,"NO FINALISTA"
"IUPUI",30,14,51.6,16.8,19,29.6,29.4,33.2,48.5,37.8,2017,"NO FINALISTA"
"Denver",30,16,54.8,19.4,15.5,28.8,24.7,34.6,52.1,40.2,2017,"NO FINALISTA"
"Idaho",31,19,49.9,18.7,17.7,30.3,25.9,39.9,47,36.4,2017,"NO FINALISTA"
"Eastern Illinois",27,14,47.8,17.5,21,29.5,32.4,26.9,43.5,36.6,2017,"NO FINALISTA"
"Air Force",31,12,49.8,17.9,17.5,26.5,24.6,37.4,47,36.2,2017,"NO FINALISTA"
"Fairfield",31,16,51.3,18.6,17.5,24.3,28.2,27.2,52,33.5,2017,"NO FINALISTA"
"Murray St.",31,16,50.8,16.9,17.9,31.8,29.6,34.9,48.5,36.1,2017,"NO FINALISTA"
"Duquesne",32,10,48.9,20,17.6,29,30.2,37.1,48.3,33.4,2017,"NO FINALISTA"
"San Jose St.",28,14,48.6,18.2,18.9,24.9,26.1,36.1,47.7,33.7,2017,"NO FINALISTA"
"UMKC",32,18,50.6,19.7,20,27.1,32.2,38.4,47.3,36.9,2017,"NO FINALISTA"
"Coastal Carolina",37,20,48.5,18.1,16.6,30.5,26.9,29.2,48,32.7,2017,"NO FINALISTA"
"Rider",33,18,49,19.6,18.1,33,27.1,37,48.7,33.2,2017,"NO FINALISTA"
"Stony Brook",32,18,47.1,15.2,19.7,29.5,28.8,32.8,45.7,32.7,2017,"NO FINALISTA"
"Tennessee Martin",33,22,52.7,21.6,19,37.4,32.4,34.3,53.2,34.7,2017,"NO FINALISTA"
"Liberty",32,21,52.3,16,22,15,24.7,34.2,50.4,36.1,2017,"NO FINALISTA"
"Holy Cross",32,15,50.4,17.8,25.7,19.4,32.4,34.4,49.3,34.5,2017,"NO FINALISTA"
"James Madison",32,10,50.2,21.4,17.6,29.1,25.5,36.1,50.3,33.3,2017,"NO FINALISTA"
"Western Kentucky",32,15,50.1,18,15.8,27.3,26.7,37.2,48.5,35.4,2017,"NO FINALISTA"
"Lamar",30,19,51,19.5,21,31.2,29.4,40.3,49.3,35.8,2017,"NO FINALISTA"
"Charlotte",29,13,50.5,16.1,18.3,20.3,31,34,47.5,37.5,2017,"NO FINALISTA"
"Columbia",26,11,49.7,18.4,20.2,27.9,31.8,29.1,47.1,36.1,2017,"NO FINALISTA"
"Bradley",32,13,48.5,21.9,18.4,26.3,29.4,42.1,46.1,35.3,2017,"NO FINALISTA"
"Bowling Green",31,13,48,17.3,20,28.5,28.2,35.8,46.5,34.1,2017,"NO FINALISTA"
"Oral Roberts",28,8,49.6,16.7,16.1,25,29.4,30.6,47.9,35.4,2017,"NO FINALISTA"
"Cal St. Fullerton",30,17,49.1,20.7,19.6,30.3,27.5,39.9,50.6,30.8,2017,"NO FINALISTA"
"Illinois Chicago",34,17,50.5,22.3,16.6,32.5,31.4,38.4,47.6,37,2017,"NO FINALISTA"
"Montana St.",30,16,51.2,16.6,18.4,27.2,27.7,36.3,47.7,37.2,2017,"NO FINALISTA"
"Houston Baptist",27,17,49.1,19.3,18.5,35.7,28.6,37.8,48.6,33.5,2017,"NO FINALISTA"
"Pacific",32,11,44.6,17,16.5,29.3,24.1,34.6,42.9,32.5,2017,"NO FINALISTA"
"Loyola MD",32,16,46.7,22,21.3,33,28,39.2,45.3,33.2,2017,"NO FINALISTA"
"UNLV",32,11,45.1,18,16.5,28.9,27.5,37.5,43.5,32,2017,"NO FINALISTA"
"Drexel",31,9,49.9,18.5,17.4,30.4,30.5,31.6,48.5,34.9,2017,"NO FINALISTA"
"Southeast Missouri St.",31,15,51.4,17.6,21.9,24.7,30.1,35.1,49,36.8,2017,"NO FINALISTA"
"Southeastern Louisiana",30,16,50.2,22.8,21.6,35,30.8,37,48.3,36.1,2017,"NO FINALISTA"
"Little Rock",30,15,49.1,19.5,19.9,28.4,27.6,32.3,48.2,33.8,2017,"NO FINALISTA"
"Hawaii",29,14,48.5,20.3,20.3,28,28.9,36.9,48.6,32.1,2017,"NO FINALISTA"
"Drake",29,7,48.1,17.6,17.6,26.8,31.5,29.1,45.3,34.6,2017,"NO FINALISTA"
"Central Michigan",30,16,51.7,14.7,15.2,26.7,34,34.6,48.5,36.4,2017,"NO FINALISTA"
"Army",31,13,51.5,20.6,17.3,26.4,24,28,50.7,35.1,2017,"NO FINALISTA"
"South Alabama",30,14,48.4,18.4,22.4,27.2,31.7,38.3,49,31.7,2017,"NO FINALISTA"
"Sam Houston St.",30,21,47.1,19.3,22.2,31.6,27.4,36.3,47.7,30.6,2017,"NO FINALISTA"
"LIU Brooklyn",31,20,48.5,20.9,19.5,36.4,28.9,38.8,47,34.8,2017,"NO FINALISTA"
"St. Francis PA",33,17,52.8,20.7,18.7,29.7,32.4,29.6,50.4,38.1,2017,"NO FINALISTA"
"Portland St.",28,15,52.5,16.1,22.2,25.7,31.3,38.1,53.9,33.4,2017,"NO FINALISTA"
"North Florida",30,15,51.3,22.2,16.7,33.3,31.8,34.9,50.7,34.7,2017,"NO FINALISTA"
"Seattle",27,13,50.5,20.6,19,20.6,31.1,36.2,50.3,33.9,2017,"NO FINALISTA"
"Wagner",29,16,47.6,21.4,18.5,40.1,30.9,34.7,47.1,32.5,2017,"NO FINALISTA"
"Stephen F. Austin",30,18,49.2,24.8,22.9,34.7,28.4,40.6,50.3,31.4,2017,"NO FINALISTA"
"Cleveland St.",30,9,46.3,18.8,22.3,28.9,32.7,29.6,46.5,30.7,2017,"NO FINALISTA"
"Louisiana Monroe",31,9,47.7,19.4,16.5,29.5,29.4,26,47,32.5,2017,"NO FINALISTA"
"UTSA",31,14,42.6,18.1,17.6,32.4,24.2,36.2,43.7,26.7,2017,"NO FINALISTA"
"Saint Louis",33,12,47,20.3,16.9,24.2,27.3,34.4,44.3,34.2,2017,"NO FINALISTA"
"Robert Morris",33,14,45.1,21.5,23.7,29.3,31.3,41.3,43.8,31.9,2017,"NO FINALISTA"
"Appalachian St.",28,9,47.4,19.4,16.9,28.9,27.2,37.1,46.3,32.7,2017,"NO FINALISTA"
"Kennesaw St.",30,14,51.3,18.9,17.5,31.1,28.5,30.6,47.7,41.2,2017,"NO FINALISTA"
"Eastern Kentucky",29,12,49.4,19.8,19.2,25.2,32.9,37.4,50.1,32.3,2017,"NO FINALISTA"
"Oregon St.",31,5,48.2,23,17.5,26.9,32.3,34.3,46.3,34.6,2017,"NO FINALISTA"
"Northern Colorado",27,11,51,20.3,18.2,27.4,25.4,34.4,50.6,34.3,2017,"NO FINALISTA"
"Cornell",28,8,52.1,20.1,15.5,22,27.2,29.5,53.6,33.3,2017,"NO FINALISTA"
"Milwaukee",34,11,50.8,18.1,17.5,24.5,26.8,27.4,49.8,34.9,2017,"NO FINALISTA"
"FIU",29,7,49.7,19.2,16.8,29.8,28,28.5,50.2,32.4,2017,"NO FINALISTA"
"San Diego",30,13,48.2,18.7,15.1,23.6,25.5,35.5,45,34.7,2017,"NO FINALISTA"
"USC Upstate",29,17,52.4,17.9,14.5,30.2,30.2,31.9,52.8,34.6,2017,"NO FINALISTA"
"Campbell",34,19,51.4,18.7,17.3,24.2,28.9,36.6,50.2,35.6,2017,"NO FINALISTA"
"Portland",31,11,47.1,19.2,16.8,24.4,32.7,37.6,43.2,37,2017,"NO FINALISTA"
"Fairleigh Dickinson",29,11,49.5,18.9,19.4,27.4,34.2,36.1,49.8,32.7,2017,"NO FINALISTA"
"Tennessee Tech",30,12,48.1,19.2,20.4,29,30.1,38.5,47.7,32.5,2017,"NO FINALISTA"
"Niagara",33,10,47.6,17.9,16,30.5,30.7,33.6,44,36.6,2017,"NO FINALISTA"
"High Point",28,15,48.3,19.2,19.6,28.1,28,36.4,44.8,37.5,2017,"NO FINALISTA"
"South Florida",30,7,47.7,23.5,19.1,30.6,34,30.7,45.9,34.6,2017,"NO FINALISTA"
"Delaware",31,13,46.8,17.9,15.2,27.1,27.5,32.2,47.8,30,2017,"NO FINALISTA"
"Florida Atlantic",28,10,46,16.6,17.7,26.9,31.2,30.4,45.5,31.4,2017,"NO FINALISTA"
"Cal Poly",29,11,47.3,16.1,17.7,25.6,30.3,29.4,45.1,33.5,2017,"NO FINALISTA"
"Abilene Christian",25,13,52.5,21,21.4,23,31.7,34.7,50.7,37.1,2017,"NO FINALISTA"
"Brown",28,13,50.7,19.6,21.2,27.1,29.7,44.5,49,35.6,2017,"NO FINALISTA"
"Colgate",31,10,51.4,22,17.3,24.8,25.3,33.4,49.4,36.1,2017,"NO FINALISTA"
"Cal St. Northridge",28,11,49.7,17.9,17.8,27.7,31.8,45,49.4,33.7,2017,"NO FINALISTA"
"Jacksonville",29,17,53.8,18.5,20.9,26.3,28.5,34.6,50.4,38.8,2017,"NO FINALISTA"
"The Citadel",30,12,49.3,17.2,19.7,28,35.4,32.8,47.8,33.9,2017,"NO FINALISTA"
"Detroit",30,8,50.9,19.5,19.4,26.9,31.4,38.1,48.4,37,2017,"NO FINALISTA"
"Sacramento St.",29,13,49.8,16.8,15.8,27.4,29.3,37.3,51.1,31,2017,"NO FINALISTA"
"Pepperdine",30,9,49.4,18,15.7,26.1,29.2,29.5,46.9,37.5,2017,"NO FINALISTA"
"Bryant",31,12,49.7,18.8,17.6,29.2,30.6,32.8,49.2,33.7,2017,"NO FINALISTA"
"Sacred Heart",32,13,49.5,22,19.5,30.9,27.1,35,49.2,33.5,2017,"NO FINALISTA"
"NJIT",29,11,48.7,19.7,18.4,30.5,25.2,33.3,47.7,33.4,2017,"NO FINALISTA"
"Western Illinois",26,8,50.4,18.4,13.8,18.9,25.4,29,45.1,38.7,2017,"NO FINALISTA"
"Youngstown St.",32,13,49.1,16,16.4,26.3,31.4,25.9,49,32.8,2017,"NO FINALISTA"
"Miami OH",30,11,48.6,20.1,20.7,24.9,31.8,37,49.8,30.9,2017,"NO FINALISTA"
"Marist",32,8,49.9,18.4,15.7,21.6,32.9,37.9,49.9,33.3,2017,"NO FINALISTA"
"Austin Peay",28,11,52.4,17.3,17.6,24.2,35.8,41,52.2,35.2,2017,"NO FINALISTA"
"Manhattan",32,10,47.4,22.6,20,30.8,30.1,41,46.3,32.9,2017,"NO FINALISTA"
"Quinnipiac",31,10,47.9,19.2,16.8,34.1,30.2,33,47.4,32.6,2017,"NO FINALISTA"
"Nicholls St.",27,14,49.5,20.4,20.4,26.8,37.6,35.8,49,33.5,2017,"NO FINALISTA"
"UMass Lowell",30,11,54.7,20.8,17.8,27.1,30.7,31.5,53.1,38.4,2017,"NO FINALISTA"
